,Signal,Price,PTC_Price,Score,CostScore,Prec,Recall,Accuracy,FScore,AltCostScore
2004-06-02,Sell,1988.98,0.8888978270269243,-1,-0.8888978270269243,,,,,
2004-07-02,Sell,2006.66,-5.70948740693491,1,5.70948740693491,,,,,
2004-08-02,Sell,1892.09,-0.986211015332239,1,0.986211015332239,,,,,
2004-09-02,Sell,1873.43,4.215262913479556,-1,-4.215262913479556,,,,,
2004-10-04,Sell,1952.4,1.6589838147920366,-1,-1.6589838147920366,,,,,
2004-11-02,Sell,1984.79,7.999838773875334,-1,-7.999838773875334,,,,,
2004-12-02,Buy,2143.57,0.4002668445630464,1,0.4002668445630464,,,,,
2005-01-03,Buy,2152.15,-3.581999395952895,-1,-3.581999395952895,,,,,
2005-02-02,Sell,2075.06,-0.3643268146463208,1,0.3643268146463208,,,,,
2005-03-02,Sell,2067.5,-3.696735187424427,1,3.696735187424427,,,,,
2005-04-04,Sell,1991.07,-3.1349977650208083,1,3.1349977650208083,,,,,
2005-05-02,Sell,1928.65,8.77038342882328,-1,-8.77038342882328,,,,,
2005-06-02,Sell,2097.8,-0.9080941939174414,1,0.9080941939174414,,,,,
2005-07-05,Sell,2078.75,6.705953096812989,-1,-6.705953096812989,,,,,
2005-08-02,Buy,2218.15,-3.4749678786376026,-1,-3.4749678786376026,,,,,
2005-09-02,Sell,2141.07,0.6706926910376332,-1,-0.6706926910376332,,,,,
2005-10-03,Sell,2155.43,-0.5159063388743723,1,0.5159063388743723,,,,,
2005-11-02,Sell,2144.31,6.018719308308973,-1,-6.018719308308973,,,,,
2005-12-02,Buy,2273.37,-1.3033514122206324,-1,-1.3033514122206324,,,,,
2006-01-03,Sell,2243.74,1.6860242274060466,-1,-1.6860242274060466,,,,,
2006-02-02,Buy,2281.57,1.294722493721423,1,1.294722493721423,,,,,
2006-03-02,Sell,2311.11,1.1089909177840696,-1,-1.1089909177840696,,,,,
2006-04-03,Buy,2336.74,-1.1511764252762235,-1,-1.1511764252762235,,,,,
2006-05-02,Sell,2309.84,-3.9149897828421154,1,3.9149897828421154,,,,,
2006-06-02,Sell,2219.41,-1.3057524296997913,1,1.3057524296997913,,,,,
2006-07-03,Sell,2190.43,-5.0958031071524745,1,5.0958031071524745,,,,,
2006-08-02,Sell,2078.81,6.1039729460604875,-1,-6.1039729460604875,,,,,
2006-09-05,Sell,2205.7,1.4462528902389415,-1,-1.4462528902389415,,,,,
2006-10-02,Sell,2237.6,4.309081158383976,-1,-4.309081158383976,,,,,
2006-11-02,Buy,2334.02,4.900129390493646,1,4.900129390493646,,,,,
2006-12-04,Buy,2448.39,-1.0304730863955558,-1,-1.0304730863955558,,,,,
2007-01-03,Sell,2423.16,2.1756714372967556,-1,-2.1756714372967556,,,,,
2007-02-02,Buy,2475.88,-4.357238638383121,-1,-4.357238638383121,,,,,
2007-03-02,Sell,2368.0,2.2913851351351378,-1,-2.2913851351351378,,,,,
2007-04-02,Sell,2422.26,5.597252152948062,-1,-5.597252152948062,,,,,
2007-05-02,Buy,2557.84,2.3633221780877456,1,2.3633221780877456,,,,,
2007-06-04,Buy,2618.29,0.5350820573733372,1,0.5350820573733372,,,,,
2007-07-02,Sell,2632.3,-2.139573756790647,1,2.139573756790647,,,,,
2007-08-02,Sell,2575.98,2.106382813531149,-1,-2.106382813531149,,,,,
2007-09-04,Sell,2630.24,4.44332076160352,-1,-4.44332076160352,,,,,
2007-10-02,Buy,2747.11,2.3031476715530186,1,2.3031476715530186,,,,,
2007-11-02,Buy,2810.38,-6.164646773745897,-1,-6.164646773745897,,,,,
2007-12-03,Sell,2637.13,-1.0428003170112943,1,1.0428003170112943,,,,,
2008-01-02,Sell,2609.63,-8.690120821725689,1,8.690120821725689,,,,,
2008-02-04,Sell,2382.85,-5.214344167698348,1,5.214344167698348,,,,,
2008-03-03,Sell,2258.6,4.551492074736574,-1,-4.551492074736574,,,,,
2008-04-02,Sell,2361.4,4.894977555687285,-1,-4.894977555687285,,,,,
2008-05-02,Sell,2476.99,0.5870027735275674,-1,-0.5870027735275674,,,,,
2008-06-02,Sell,2491.53,-9.6354448872781,1,9.6354448872781,,,,,
2008-07-02,Sell,2251.46,1.5145727661161956,-1,-1.5145727661161956,,,,,
2008-08-04,Sell,2285.56,2.7861880676945727,-1,-2.7861880676945727,,,,,
2008-09-02,Sell,2349.24,-15.857043128841664,1,15.857043128841664,,,,,
2008-10-02,Sell,1976.72,-12.666943219069982,1,12.666943219069982,,,,,
2008-11-03,Sell,1726.33,-16.01837423899254,1,16.01837423899254,,,,,
2008-12-02,Sell,1449.8,12.581735411780937,-1,-12.581735411780937,,,,,
2009-01-02,Sell,1632.21,-8.441315762064928,1,8.441315762064928,,,,,
2009-02-02,Sell,1494.43,-11.481300562756381,1,11.481300562756381,,,,,
2009-03-02,Sell,1322.85,21.149790225649177,-1,-21.149790225649177,,,,,
2009-04-02,Sell,1602.63,10.041619088623065,-1,-10.041619088623065,,,,,
2009-05-04,Sell,1763.56,4.152963324185177,-1,-4.152963324185177,,,,,
2009-06-02,Sell,1836.8,-2.192944250871076,1,2.192944250871076,,,,,
2009-07-02,Buy,1796.52,11.805601941531396,1,11.805601941531396,,,,,
2009-08-03,Buy,2008.61,-2.0680968430904945,-1,-2.0680968430904945,,,,,
2009-09-02,Buy,1967.07,4.119833051187816,1,4.119833051187816,,,,,
2009-10-02,Buy,2048.11,0.0532197977647586,1,0.0532197977647586,,,,,
2009-11-02,Sell,2049.2,6.628440366972499,-1,-6.628440366972499,,,,,
2009-12-02,Buy,2185.03,5.647062054067908,1,5.647062054067908,,,,,
2010-01-04,Buy,2308.42,-5.127316519524183,-1,-5.127316519524183,,,,,
2010-02-02,Sell,2190.06,4.1428088728162615,-1,-4.1428088728162615,,,,,
2010-03-02,Sell,2280.79,6.521424594109937,-1,-6.521424594109937,,,,,
2010-04-05,Buy,2429.53,2.848699131107635,1,2.848699131107635,,,,,
2010-05-03,Buy,2498.74,-8.711190439981731,-1,-8.711190439981731,,,,,
2010-06-02,Sell,2281.07,-8.297860214723796,1,8.297860214723796,,,,,
2010-07-02,Sell,2091.79,9.731856448305054,-1,-9.731856448305054,,,,,
2010-08-02,Sell,2295.36,-4.154032482922066,1,4.154032482922066,,,,,
2010-09-02,Sell,2200.01,6.56860650633404,-1,-6.56860650633404,,,,,
2010-10-04,Sell,2344.52,8.061351577295127,-1,-8.061351577295127,,,,,
2010-11-02,Buy,2533.52,1.8089456566358297,1,1.8089456566358297,,,,,
2010-12-02,Sell,2579.35,4.348770038963301,-1,-4.348770038963301,,,,,
2011-01-03,Buy,2691.52,2.1564023302817814,1,2.1564023302817814,,,,,
2011-02-02,Buy,2749.56,-0.05419048865999976,-1,-0.05419048865999976,,,,,
2011-03-02,Buy,2748.07,1.4963228738714696,1,1.4963228738714696,,,,,
2011-04-04,Sell,2789.19,2.6850089093966245,-1,-2.6850089093966245,,,,,
2011-05-02,Buy,2864.08,-3.1692550487416593,-1,-3.1692550487416593,,,,,
2011-06-02,Sell,2773.31,1.891602453386021,-1,-1.891602453386021,,,,,
2011-07-05,Sell,2825.77,-5.539375108377542,1,5.539375108377542,,,,,
2011-08-02,Sell,2669.24,-7.077295409929418,1,7.077295409929418,,,,,
2011-09-02,Sell,2480.33,-5.825837690952418,1,5.825837690952418,,,,,
2011-10-03,Sell,2335.83,13.021067457820145,-1,-13.021067457820145,,,,,
2011-11-02,Sell,2639.98,-0.4943219266812737,1,0.4943219266812737,,,,,
2011-12-02,Sell,2626.93,0.8294853688526116,-1,-0.8294853688526116,,,,,
2012-01-03,Sell,2648.72,7.964601769911517,-1,-7.964601769911517,,,,,
2012-02-02,Sell,2859.68,4.0742320819112665,-1,-4.0742320819112665,,,,,
2012-03-02,Buy,2976.19,4.821936771509883,1,4.821936771509883,,,,,
2012-04-02,Buy,3119.7,-1.918453697470912,-1,-1.918453697470912,,,,,
2012-05-02,Sell,3059.85,-9.799173162083097,1,9.799173162083097,,,,,
2012-06-04,Sell,2760.01,6.9282357672617145,-1,-6.9282357672617145,,,,,
2012-07-02,Sell,2951.23,-1.4048379828071722,1,1.4048379828071722,,,,,
2012-08-02,Sell,2909.77,5.680517704148436,-1,-5.680517704148436,,,,,
2012-09-04,Sell,3075.06,1.4627356864581609,-1,-1.4627356864581609,,,,,
2012-10-02,Buy,3120.04,-4.420135639286671,-1,-4.420135639286671,,,,,
2012-11-02,Sell,2982.13,0.6730088896191644,-1,-0.6730088896191644,,,,,
2012-12-03,Sell,3002.2,3.6659782825927856,-1,-3.6659782825927856,,,,,
2013-01-02,Sell,3112.26,0.6075970516602025,-1,-0.6075970516602025,,,,,
2013-02-04,Buy,3131.17,1.624312956498697,1,1.624312956498697,,,,,
2013-03-04,Buy,3182.03,2.2887904890902977,1,2.2887904890902977,,,,,
2013-04-02,Buy,3254.86,2.634829147797446,1,2.634829147797446,,,,,
2013-05-02,Buy,3340.62,3.7343367398866123,1,3.7343367398866123,,,,,
2013-06-03,Buy,3465.37,-0.9225566101166649,-1,-0.9225566101166649,,,,,
2013-07-02,Sell,3433.4,7.461699772819941,-1,-7.461699772819941,,,,,
2013-08-02,Buy,3689.59,-2.0864106851980813,-1,-2.0864106851980813,,,,,
2013-09-03,Sell,3612.61,5.602874376143552,-1,-5.602874376143552,,,,,
2013-10-02,Buy,3815.02,3.1866150111926173,1,3.1866150111926173,,,,,
2013-11-04,Buy,3936.59,2.760511000637611,1,2.760511000637611,,,,,
2013-12-02,Buy,4045.26,2.417891557032159,1,2.417891557032159,,,,,
2014-01-02,Buy,4143.07,-3.5266119085605507,-1,-3.5266119085605507,,,,,
2014-02-03,Sell,3996.96,7.013830511188512,-1,-7.013830511188512,,,,,
2014-03-03,Buy,4277.3,-0.019638557033641035,-1,-0.019638557033641035,,,,,
2014-04-02,Sell,4276.46,-3.567436618137443,1,3.567436618137443,,,,,
2014-05-02,Sell,4123.9,2.747399306481735,-1,-2.747399306481735,,,,,
2014-06-02,Sell,4237.2,5.204616256018113,-1,-5.204616256018113,,,,,
2014-07-02,Buy,4457.73,-1.6564484614366326,-1,-1.6564484614366326,,,,,
2014-08-04,Sell,4383.89,4.888352581839395,-1,-4.888352581839395,,,,,
2014-09-02,Buy,4598.19,-3.653611529754097,-1,-3.653611529754097,,,,,
2014-10-02,Sell,4430.19,4.711310350120423,-1,-4.711310350120423,,,,,
2014-11-03,Buy,4638.91,2.5199885317887194,1,2.5199885317887194,,,,,
2014-12-02,Buy,4755.81,-0.6097804580082022,-1,-0.6097804580082022,,,,,
2015-01-02,Sell,4726.81,-1.0603345596713387,1,1.0603345596713387,,,,,
2015-02-02,Sell,4676.69,7.086422234529133,-1,-7.086422234529133,,,,,
2015-03-02,Buy,5008.1,-2.4192807651604586,-1,-2.4192807651604586,,,,,
2015-04-02,Sell,4886.94,2.659946715122352,-1,-2.659946715122352,,,,,
2015-05-04,Sell,5016.93,1.187778183072119,-1,-1.187778183072119,,,,,
2015-06-02,Buy,5076.52,-1.3259082993862026,-1,-1.3259082993862026,,,,,
2015-07-02,Sell,5009.21,2.119495888573253,-1,-2.119495888573253,,,,,
2015-08-03,Buy,5115.38,-7.143164339697162,-1,-7.143164339697162,,,,,
2015-09-02,Sell,4749.98,-0.8886353205697528,1,0.8886353205697528,,,,,
2015-10-02,Sell,4707.77,8.908251677545831,-1,-8.908251677545831,,,,,
2015-11-02,Sell,5127.15,-0.07665077089610284,1,0.07665077089610284,,,,,
2015-12-02,Sell,5123.22,-4.2967118335734185,1,4.2967118335734185,,,,,
2016-01-04,Sell,4903.09,-7.875441813223915,1,7.875441813223915,,,,,
2016-02-02,Sell,4516.95,4.1282281185313074,-1,-4.1282281185313074,,,,,
2016-03-02,Sell,4703.42,4.005170705571692,-1,-4.005170705571692,,,,,
2016-04-04,Sell,4891.8,-1.5170284966678937,1,1.5170284966678937,,,,,
2016-05-02,Sell,4817.59,3.1918448850981385,-1,-3.1918448850981385,,,,,
2016-06-02,Sell,4971.36,-2.9863055582375897,1,2.9863055582375897,,,,,
2016-07-05,Sell,4822.9,6.5278152149121915,-1,-6.5278152149121915,,,,,
2016-08-02,Buy,5137.73,2.1832599221835336,1,2.1832599221835336,,,,,
2016-09-02,Buy,5249.9,0.9708756357263981,1,0.9708756357263981,,,,,
2016-10-03,Buy,5300.87,-3.6843008789123277,-1,-3.6843008789123277,,,,,
2016-11-02,Sell,5105.57,2.939534665081478,-1,-2.939534665081478,,,,,
2016-12-02,Buy,5255.65,3.2998772749327054,1,3.2998772749327054,,,,,
2017-01-03,Buy,5429.08,3.8150110147575633,1,3.8150110147575633,,,,,
2017-02-02,Buy,5636.2,3.9924062311486486,1,3.9924062311486486,,,,,
2017-03-02,Buy,5861.22,0.5708709108342536,1,0.5708709108342536,,,,,
2017-04-03,Buy,5894.68,3.4045953300263943,1,3.4045953300263943,,,,,
2017-05-02,Buy,6095.37,3.45229247773311,1,3.45229247773311,,,,,
2017-06-02,Buy,6305.8,-3.1041263598591717,-1,-3.1041263598591717,,,,,
2017-07-03,Sell,6110.06,4.134001957427569,-1,-4.134001957427569,,,,,
2017-08-02,Buy,6362.65,0.20306004573567016,1,0.20306004573567016,,,,,
2017-09-05,Buy,6375.57,2.2139196965918373,1,2.2139196965918373,,,,,
2017-10-02,Buy,6516.72,3.041714236609816,1,3.041714236609816,,,,,
2017-11-02,Buy,6714.94,0.8999335809404041,1,0.8999335809404041,,,,,
2017-12-04,Buy,6775.37,3.4172303505195956,1,3.4172303505195956,,,,,
2018-01-02,Buy,7006.9,3.34027886797299,1,3.34027886797299,,,,,
2018-02-02,Buy,7240.95,0.23367099620905663,1,0.23367099620905663,,,,,
2018-03-02,Sell,7257.87,-5.3424765117038415,1,5.3424765117038415,,,,,
2018-04-02,Sell,6870.12,3.359184410170424,-1,-3.359184410170424,,,,,
2018-05-02,Sell,7100.9,7.119660888056445,-1,-7.119660888056445,,,,,
2018-06-04,Buy,7606.46,-0.5096983353623186,-1,-0.5096983353623186,,,,,
2018-07-02,Buy,7567.69,3.105306903427607,1,3.105306903427607,,,,,
2018-08-02,Buy,7802.69,3.698211770556048,1,3.698211770556048,,,,,
2018-09-04,Buy,8091.25,-1.13332303414182,-1,-1.13332303414182,,,,,
2018-10-02,Sell,7999.55,-8.032451825415187,1,8.032451825415187,,,,,
2018-11-02,Sell,7356.99,1.1488394030710891,-1,-1.1488394030710891,,,,,
2018-12-03,Sell,7441.51,-10.42221269607917,1,10.42221269607917,,,,,
2019-01-02,Sell,6665.94,10.22511453748458,-1,-10.22511453748458,,,,,
2019-02-04,Sell,7347.54,3.130707692642698,-1,-3.130707692642698,,,,,
2019-03-04,Sell,7577.57,3.5779280165013416,-1,-3.5779280165013416,,,,,
2019-04-02,Sell,7848.69,2.396323462896377,-1,-2.396323462896377,,,,,
2019-05-02,Sell,8036.77,-8.756627351535506,1,8.756627351535506,,,,,
2019-06-03,Sell,7333.02,10.58322491961019,-1,-10.58322491961019,,,,,
2019-07-02,Sell,8109.09,-1.2950898312880987,1,1.2950898312880987,,,,,
2019-08-02,Buy,8004.07,-1.623049273682009,-1,-1.623049273682009,,,,,
2019-09-03,Sell,7874.16,-1.1291363142227229,1,1.1291363142227229,,,,,
