종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"900080","에스앤씨엔진그룹","KOSDAQ","투자주의환기종목(소속부없음)","197","0","0.00","0","0","0","0","0","24380639821","123759593"
"101490","에스앤에스텍","KOSDAQ","우량기업부","32150","-650","-1.98","32700","33150","31700","201229","6510926700","689664021050","21451447"
"095910","에스에너지","KOSDAQ","중견기업부","6060","-10","-0.16","6070","6140","5960","98360","595885980","90096698520","14867442"
"275630","에스에스알","KOSDAQ","벤처기업부","6310","-40","-0.63","6350","6380","6220","37706","238450590","37418539780","5930038"
"031330","에스에이엠티","KOSDAQ","우량기업부","2920","-25","-0.85","2950","2980","2880","768317","2257574705","291985595640","99995067"
"060540","에스에이티","KOSDAQ","중견기업부","2790","-25","-0.89","2795","2900","2775","974812","2761941535","72911923740","26133306"
"158300","에스에이티이엔지","KONEX","일반기업부","10350","1340","14.87","9140","10350","9140","27536","272610400","34220567250","3306335"
"056190","에스에프에이","KOSDAQ","우량기업부","41100","-800","-1.91","41950","42150","41050","147757","6130386800","1475850036000","35908760"
"080000","에스엔유","KOSDAQ","우량기업부","4315","30","0.70","4275","4345","4175","268499","1143624360","148103184050","34322870"
"086460","에스엔피제네틱스","KONEX","일반기업부","7090","300","4.42","7090","7090","7090","1","7090","12931096500","1823850"
"005850","에스엘","KOSPI",,"23200","50","0.22","23300","23600","22900","150055","3486385350","1118316026400","48203277"
"214310","에스엘바이오닉스","KOSDAQ","중견기업부","1220","45","3.83","1175","1245","1150","385119","461027115","48588833860","39826913"
"246250","에스엘에스바이오","KONEX","일반기업부","11450","-150","-1.29","11350","11550","11300","7585","86364400","78439404350","6850603"
"041510","에스엠","KOSDAQ","우량기업부","30150","-200","-0.66","30500","30600","29900","164495","4969881750","707092905150","23452501"
"299670","에스엠비나","KONEX","일반기업부","4015","520","14.88","3480","4015","3250","1241","4286980","21881750000","5450000"
"007820","에스엠코어","KOSDAQ","벤처기업부","7770","-90","-1.15","7860","7990","7710","213306","1676310090","155663760420","20033946"
"109610","에스와이","KOSDAQ","중견기업부","3925","20","0.51","3900","3980","3860","386330","1512903705","183961146850","46869082"
"012750","에스원","KOSPI",,"81700","100","0.12","81500","82300","81500","88675","7261942720","3104532842600","37999178"
"306040","에스제이그룹","KOSDAQ","중견기업부","25900","450","1.77","25300","26150","24700","118004","2990351500","255524945200","9865828"
"080440","에스제이케이","KOSDAQ","투자주의환기종목(소속부없음)","498","0","0.00","0","0","0","0","0","6636328080","13325960"
"217910","에스제이켐","KONEX","일반기업부","349","19","5.76","310","349","310","3091","1020058","4533692178","12990522"
"224020","에스케이씨에스","KONEX","일반기업부","1355","0","0.00","0","0","0","0","0","4166625000","3075000"
"096630","에스코넥","KOSDAQ","우량기업부","2315","-20","-0.86","2335","2410","2275","1207747","2815021985","151090151060","65265724"
"069510","에스텍","KOSDAQ","우량기업부","11400","0","0.00","11450","11550","11300","25847","294515200","124374000000","10910000"
"041910","에스텍파마","KOSDAQ","벤처기업부","11750","0","0.00","11800","11950","11600","91271","1073576400","139804590250","11898263"
"234300","에스트래픽","KOSDAQ","중견기업부","7380","-180","-2.38","7540","7720","7250","330971","2460806550","153697060800","20826160"
"039440","에스티아이","KOSDAQ","우량기업부","18850","150","0.80","19000","19000","18250","107128","2005140350","298395500000","15830000"
"098660","에스티오","KOSDAQ","중견기업부","2800","-80","-2.78","2845","2855","2715","82036","229515330","35002732800","12500976"
"052020","에스티큐브","KOSDAQ","중견기업부","8830","80","0.91","8700","8990","8600","253501","2230543320","269985223490","30575903"
"237690","에스티팜","KOSDAQ","우량기업부","111800","-12300","-9.91","124100","124100","111800","799176","92297127400","2085740800000","18656000"
"050760","에스폴리텍","KOSDAQ","중견기업부","5440","-40","-0.73","5510","5560","5410","66736","365396150","88860648320","16334678"
"288620","에스퓨얼셀","KOSDAQ","벤처기업부","32950","150","0.46","32950","33200","32000","26455","863950050","226508712200","6874316"
"317830","에스피시스템스","KOSDAQ","벤처기업부","7100","-180","-2.47","7230","7230","7050","23463","167867920","57834470000","8145700"
"058610","에스피지","KOSDAQ","우량기업부","10900","150","1.40","10800","11300","10700","708734","7803662400","232803486200","21358118"
"043340","에쎈테크","KOSDAQ","중견기업부","1260","-25","-1.95","1285","1285","1235","1071521","1348736210","90720000000","72000000"
"023960","에쓰씨엔지니어링","KOSPI",,"4610","0","0.00","4610","4640","4560","290647","1333950900","132800671070","28807087"
"298690","에어부산","KOSPI",,"3510","-30","-0.85","3540","3555","3490","361154","1267524655","288065700000","82070000"
"054630","에이디칩스","KOSDAQ","벤처기업부","1490","-20","-1.32","1525","1535","1465","1280550","1917856600","78984096890","53009461"
"200710","에이디테크놀로지","KOSDAQ","우량기업부","25050","50","0.20","25000","25450","24650","86088","2155732700","332994184050","13293181"
"096690","에이루트","KOSDAQ","벤처기업부","6360","-10","-0.16","6430","6550","6320","134650","863092970","81744189600","12852860"
"140910","에이리츠","KOSPI",,"11450","100","0.88","11400","11700","11400","88570","1018684450","48289115500","4217390"
"078520","에이블씨엔씨","KOSPI",,"7380","-110","-1.47","7490","7550","7310","83093","613769020","199506927420","27033459"
"298380","에이비엘바이오","KOSDAQ","기술성장기업부","22400","-200","-0.88","22700","23200","22100","241385","5460855850","1055561360000","47123275"
"203400","에이비온","KONEX","일반기업부","14750","-200","-1.34","15000","15000","13300","54032","771204850","190436822250","12910971"
"195990","에이비프로바이오","KOSDAQ","중견기업부","1260","90","7.69","1200","1305","1170","23139111","28572096115","316851675840","251469584"
"003800","에이스침대","KOSDAQ","우량기업부","42750","150","0.35","41750","43000","41750","1072","45675750","474097500000","11090000"
"322190","에이스캠퍼","KONEX","일반기업부","1965","255","14.91","1900","1965","1880","9403","18386375","14747712105","7505197"
"088800","에이스테크","KOSDAQ","중견기업부","18550","-350","-1.85","18900","19150","18400","342793","6420019700","759769564400","40957928"
"241840","에이스토리","KOSDAQ","중견기업부","37400","-1200","-3.11","38500","39000","36600","108009","4051704300","356487824000","9531760"
"138360","에이씨티","KOSDAQ","관리종목(소속부없음)","4480","0","0.00","0","0","0","0","0","155061688320","34611984"
"039230","에이아이비트","KOSDAQ","투자주의환기종목(소속부없음)","543","0","0.00","0","0","0","0","0","19975625532","36787524"
"312610","에이에프더블류","KOSDAQ","중견기업부","10150","-50","-0.49","10300","10500","9980","129546","1322753270","205607413200","20256888"
"015260","에이엔피","KOSPI",,"1415","-5","-0.35","1420","1470","1415","86421","123763465","30884368735","21826409"
"234070","에이원알폼","KONEX","일반기업부","17600","0","0.00","0","0","0","0","0","62857361600","3571441"
"072990","에이치시티","KOSDAQ","벤처기업부","16950","800","4.95","16300","17100","15850","379355","6328144200","118575606450","6995611"
"044990","에이치엔에스하이텍","KONEX","일반기업부","12350","-50","-0.40","12100","12400","11800","11013","135679000","92761640400","7511064"
"176440","에이치엔티","KOSDAQ","투자주의환기종목(소속부없음)","1920","0","0.00","0","0","0","0","0","164619542400","85739345"
"028300","에이치엘비","KOSDAQ","중견기업부","33200","-400","-1.19","33450","34150","33150","760833","25513600100","3521579444000","106071670"
"067630","에이치엘비생명과학","KOSDAQ","중견기업부","10900","0","0.00","10850","11250","10700","1258054","13797191800","1026571875400","94180906"
"047920","에이치엘비제약","KOSDAQ","기술성장기업부","16550","550","3.44","16200","16650","15650","303196","4939721600","370021937550","22357821"
"043220","에이치엘비파워","KOSDAQ","중견기업부","1640","205","14.29","1410","1765","1405","50363395","82620024095","149429218280","91115377"
"239610","에이치엘사이언스","KOSDAQ","우량기업부","43400","-150","-0.34","43650","44100","43000","18935","822453300","234017791000","5392115"
"353070","에이치엠씨제4호스팩","KOSDAQ","SPAC(소속부없음)","2145","0","0.00","2100","2145","2100","30","63450","9244950000","4310000"
"353060","에이치엠씨제5호스팩","KOSDAQ","SPAC(소속부없음)","2055","0","0.00","2055","2065","2055","26822","55180805","10511325000","5115000"
"044780","에이치케이","KOSDAQ","벤처기업부","2025","15","0.75","1995","2045","1990","184179","370968040","37474218675","18505787"
"071670","에이테크솔루션","KOSDAQ","중견기업부","16700","600","3.73","16000","16900","15850","91488","1503350300","167000000000","10000000"
"045660","에이텍","KOSDAQ","우량기업부","35750","900","2.58","34850","36600","34850","267184","9569628200","295295000000","8260000"
"224110","에이텍티앤","KOSDAQ","벤처기업부","36650","1650","4.71","35200","38450","35000","743692","27628762150","195711000000","5340000"
"230980","에이트원","KOSDAQ","벤처기업부","6840","0","0.00","6840","7040","6830","405609","2795355930","131939249760","19289364"
"021080","에이티넘인베스트","KOSDAQ","중견기업부","4830","-220","-4.36","5060","5140","4825","1996138","9803967135","231840000000","48000000"
"089530","에이티세미콘","KOSDAQ","중견기업부","321","0","0.00","0","0","0","0","0","45779675652","142615812"
"200470","에이팩트","KOSDAQ","벤처기업부","6580","-20","-0.30","6650","6740","6550","86002","569827950","115503214400","17553680"
"073070","에이팸","KOSDAQ","관리종목(소속부없음)","2035","0","0.00","0","0","0","0","0","58427546375","28711325"
"207490","에이펙스인텍","KONEX","일반기업부","10950","-600","-5.19","10950","10950","10950","1","10950","39420000000","3600000"
"262260","에이프로","KOSDAQ","벤처기업부","45200","100","0.22","45650","46950","44750","103323","4731808950","311004295200","6880626"
"109960","에이프로젠 H&G","KOSDAQ","중견기업부","748","9","1.22","738","757","735","987695","736907736","133664022316","178695217"
"007460","에이프로젠 KIC","KOSPI",,"2160","50","2.37","2110","2160","2075","4360118","9232793255","402049606320","186134077"
"003060","에이프로젠제약","KOSPI",,"1230","15","1.23","1230","1265","1215","3763646","4661894095","490248193410","398575767"
"244920","에이플러스에셋","KOSPI",,"9390","230","2.51","9290","9620","9170","417317","3940425080","212286237270","22607693"
"089970","에이피티씨","KOSDAQ","우량기업부","26400","0","0.00","26300","26800","25450","351594","9196842900","622105308000","23564595"
"230240","에치에프알","KOSDAQ","중견기업부","20850","-350","-1.65","21200","21400","20500","46970","981334350","268590117000","12882020"
"064510","에코마이스터","KOSDAQ","기술성장기업부","1070","-45","-4.04","1075","1150","1025","5025867","5402663660","43426004570","40585051"
"230360","에코마케팅","KOSDAQ","벤처기업부","23500","-1100","-4.47","24600","24800","23200","483369","11534973950","766050039000","32597874"
"038870","에코바이오","KOSDAQ","중견기업부","8440","-60","-0.71","8490","8610","8420","65847","559394390","97996789360","11610994"
"128540","에코캡","KOSDAQ","벤처기업부","3925","-35","-0.88","3960","4025","3895","132813","523619970","57143290000","14558800"
"086520","에코프로","KOSDAQ","우량기업부","74800","0","0.00","0","0","0","0","0","1685065976000","22527620"
"247540","에코프로비엠","KOSDAQ","우량기업부","181100","-4400","-2.37","184000","188000","180000","192908","35233889900","3897175292600","21519466"
"038110","에코플라스틱","KOSDAQ","중견기업부","2765","-75","-2.64","2840","2865","2755","395243","1110788740","70975808050","25669370"
"073540","에프알텍","KOSDAQ","벤처기업부","5000","0","0.00","5010","5490","4900","126043","643212180","57000000000","11400000"
"064850","에프앤가이드","KOSDAQ","중견기업부","10500","-200","-1.87","10650","11050","10450","130398","1394041550","126840000000","12080000"
"064090","에프앤리퍼블릭","KOSDAQ","관리종목(소속부없음)","286","-13","-4.35","295","299","281","404322","116329920","31429711170","109894095"
"036810","에프에스티","KOSDAQ","우량기업부","28000","-450","-1.58","28500","28750","27900","154709","4367372000","609190092000","21756789"
