,NumMonth,PosNumMonth,AvgMoM,Prec,Recall,Accuracy,FScore,AltCostScore,IniAsset,FinalAsset,CAGR,MDD
58,9,9,94.44,59.210526315789465,33.582089552238806,47.368421052631575,42.857142857142854,-5.335455025082904,1000000,1271518.98,1.2156743106425782,26.39455355896752
59,9,10,105.56,,0.0,41.228070175438596,,-12.019762367857783,1000000,1000000.0,0.0,0.0
60,9,11,116.67,,0.0,41.228070175438596,,-12.019762367857783,1000000,1000000.0,0.0,0.0
61,10,0,-5.0,59.03083700440529,100.0,59.03083700440529,74.23822714681441,14.524762092871235,1000000,3160328.4200000004,5.959067674476581,62.879089414731624
62,10,1,5.0,58.620689655172406,88.80597014925374,56.38766519823789,70.62314540059346,2.8413001584324387,1000000,2164966.08,3.9619130862893925,55.171403000000005
63,10,2,15.0,60.30927835051546,87.31343283582089,58.590308370044056,71.34146341463415,8.86297115617594,1000000,2912174.8400000003,5.524091487440064,42.076409
64,10,3,25.0,60.10928961748634,82.08955223880598,57.268722466960355,69.4006309148265,7.192046214456578,1000000,2697314.3400000003,5.118035354836592,33.963595199529585
65,10,4,35.0,60.115606936416185,77.61194029850746,56.38766519823789,67.75244299674267,3.9862977906089725,1000000,2230630.24,4.118288751499732,36.96174267515285
66,10,5,45.0,61.25000000000001,73.13432835820896,56.82819383259912,66.66666666666667,8.863885231191587,1000000,3020264.08,5.717721470344417,26.65472315891441
67,10,6,55.0,62.091503267973856,70.8955223880597,57.268722466960355,66.2020905923345,11.184911212912988,1000000,3712784.72,6.821265785898145,24.529462196672334
68,10,7,65.0,61.702127659574465,64.92537313432835,55.50660792951542,63.272727272727266,9.656915936224825,1000000,3427099.04,6.391889295494724,31.223227215202215
69,10,8,75.0,64.28571428571429,60.447761194029844,56.82819383259912,62.30769230769231,10.872415605600372,1000000,3331275.8400000003,6.2402255169688114,22.77363550173688
70,10,9,85.0,62.38532110091744,50.74626865671642,52.863436123348016,55.96707818930041,-0.3588614672189242,1000000,1957102.6,3.4353756817910197,22.14562313763376
71,10,10,95.0,60.0,33.582089552238806,47.57709251101321,43.0622009569378,-7.300993309396486,1000000,1297612.06,1.319152611480745,24.897543473662267
72,10,11,105.0,,0.0,40.969162995594715,,-14.524762092871235,1000000,1000000.0,0.0,0.0
73,11,0,-4.55,59.29203539823009,100.0,59.29203539823009,74.44444444444444,15.87761051052439,1000000,3404575.0,6.356604889694184,60.85030170219468
74,11,1,4.55,58.82352941176471,89.55223880597015,56.63716814159292,71.00591715976331,2.4978643653960293,1000000,2295292.38,4.268063047960258,55.171403000000005
75,11,2,13.64,60.0,87.31343283582089,57.9646017699115,71.12462006079026,7.598226287078863,1000000,2870292.74,5.447224153229424,42.076409
76,11,3,22.73,60.0,82.83582089552239,57.07964601769911,69.59247648902821,6.841000753161115,1000000,2824367.62,5.361702428338688,33.963595199529585
77,11,4,31.82,59.32203389830508,78.35820895522389,55.309734513274336,67.52411575562701,2.936448487545076,1000000,2225055.22,4.105183136530544,36.9630304210437
78,11,5,40.91,61.81818181818181,76.11940298507463,57.9646017699115,68.22742474916389,8.314911033349258,1000000,3046313.16,5.763400673255137,26.65472315891441
79,11,6,50.0,61.29032258064516,70.8955223880597,56.19469026548673,65.74394463667821,8.187258043526137,1000000,3297091.74,6.185116416421255,26.441958721826524
80,11,7,59.09,62.251655629139066,70.1492537313433,57.07964601769911,65.96491228070175,9.601032625783008,1000000,3722318.74,6.835047416351769,24.14016158659533
81,11,8,68.18,62.31884057971014,64.17910447761194,55.75221238938053,63.23529411764705,7.77336488814747,1000000,3214271.54,6.049316611093625,31.22664658918863
82,11,9,77.27,64.0,59.70149253731343,56.19469026548673,61.77606177606177,7.567067660225142,1000000,3039338.16,5.751205912337221,22.77363550173688
83,11,10,86.36,62.616822429906534,50.0,52.654867256637175,55.60165975103734,-2.265343870061744,1000000,1819711.28,3.057346567448027,22.15693678776286
84,11,11,95.45,59.45945945945946,32.83582089552239,46.902654867256636,42.30769230769231,-9.35457365638562,1000000,1246387.9200000002,1.1140866678029937,27.895567424129226
85,11,12,104.55,,0.0,40.707964601769916,,-15.87761051052439,1000000,1000000.0,0.0,0.0
86,12,0,-4.17,59.111111111111114,100.0,59.111111111111114,74.30167597765363,14.56664805918178,1000000,3022614.1,5.721857747364467,59.955373
87,12,1,4.17,59.22330097087378,91.72932330827066,57.77777777777777,71.97640117994099,8.344509892188466,1000000,2817294.62,5.348413872661206,55.171403000000005
88,12,2,12.5,60.204081632653065,88.7218045112782,58.666666666666664,71.73252279635258,10.091841982218725,1000000,3046030.14,5.762906370834742,42.076409
89,12,3,20.83,60.317460317460316,85.71428571428571,58.22222222222222,70.80745341614907,10.069929115366403,1000000,3074278.22,5.812028650504253,33.970528838583824
90,12,4,29.17,59.11602209944752,80.45112781954887,55.55555555555556,68.15286624203821,6.009527890702479,1000000,2405804.64,4.51499762846217,36.95621646182147
91,12,5,37.5,60.588235294117645,77.44360902255639,56.888888888888886,67.98679867986799,9.818916751834085,1000000,2863851.72,5.43530837535382,33.36943664639909
92,12,6,45.83,61.875,74.43609022556392,57.77777777777777,67.57679180887372,10.40905991395682,1000000,3325296.8000000003,6.230625414969038,25.711429852444745
93,12,7,54.17,61.43790849673203,70.67669172932331,56.44444444444444,65.73426573426573,9.330182690136198,1000000,3304143.7600000002,6.196529448712784,26.44357815079853
94,12,8,62.5,62.83783783783784,69.92481203007519,57.77777777777777,66.19217081850533,10.479978028203343,1000000,3491054.2,6.490888994236643,24.123027580430026
95,12,9,70.83,61.48148148148148,62.40601503759399,54.666666666666664,61.94029850746268,5.822783498402572,1000000,2541418.98,4.803703912098722,31.22664658918863
96,12,10,79.17,64.75409836065575,59.3984962406015,56.888888888888886,61.96078431372549,8.581781245757131,1000000,2845173.7,5.400609883799268,22.263226946291923
97,12,11,87.5,62.264150943396224,49.62406015037594,52.44444444444445,55.23012552301255,-1.5405622667253343,1000000,1747544.12,2.8477774598417938,22.15693678776286
98,12,12,95.83,58.9041095890411,32.33082706766917,46.666666666666664,41.74757281553398,-9.013663843354562,1000000,1218214.86,0.9978632779524155,27.942767834777694
99,12,13,104.17,,0.0,40.88888888888889,,-14.56664805918178,1000000,1000000.0,0.0,0.0
